"Nom usuel de l'installation","Numéro de l'installation","Nom de la commune","Code INSEE","Code postal","Nom du lieu dit","Numero de la voie","Nom de la voie","location","Longitude","Latitude","Aucun aménagement d'accessibilité","Accessibilité handicapés à mobilité réduite","Accessibilité handicapés sensoriels","Emprise foncière en m2","Gardiennée avec ou sans logement de gardien","Multi commune","Présence d'un internet","Nombre de couvert ","Nombre de lit","Nombre total de place de parking","Nombre total de place de parking handicapés","Installation particulière","Desserte métro","Desserte bus","Desserte Tram","Desserte train","Desserte bateau","Desserte autre","Nombre total d'équipements sportifs","Nombre total de fiches équipements","Date de création de la fiche installation","Date de mise à jour de la fiche installation"
"Site De Vtt Des Vallees","850030012","Aizenay","85003","85190","","","Les Vallées","[ 46.739044 , -1.609287]","-1.609287","46.739044","Non","Oui","Non","300000","Non","Oui","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2006-03-17 00:00:00.000","2015-10-06 00:00:00.000"
"Centre D'Entrainement De Petanque","850030013","Aizenay","85003","85190","","","Route De Nantes","[ 46.739044 , -1.609287]","-1.609287","46.739044","Non","Oui","Non","400","Non","Non","Non","0","0","20","2"," Non","Non","Non","Non","Non","Non","Non","1","1","2009-02-17 00:00:00.000","2015-10-06 00:00:00.000"
"Littoral Bowling","850030014","Aizenay","85003","85190","","107","Route De La Roche","[ 46.739044 , -1.609287]","-1.609287","46.739044","Non","Oui","Non","900","Non","Non","Non","0","0","30","2"," Non","Non","Non","Non","Non","Non","Non","1","1","2015-10-06 00:00:00.000","2015-10-06 00:00:00.000"
"Complexe Sportif","850040001","Angles","85004","85750","","","Route De La Dugeonnière","[ 46.408181 , -1.404244]","-1.404244","46.408181","Oui","Non","Non","19800","Non","Non","Non","0","0","0","0","Complexe sportif","Non","Non","Non","Non","Non","Non","8","5","2005-08-02 00:00:00.000","2014-09-11 00:00:00.000"
"Sentiers De Randonnee","850040002","Angles","85004","85750","Moricq","","Tour De Moricq","[ 46.408181 , -1.404244]","-1.404244","46.408181","Oui","Non","Non","0","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-12-13 00:00:00.000","2014-09-11 00:00:00.000"
"Espace De La Detente","850040003","Angles","85004","85750","","","Route De La Tranche","[ 46.408181 , -1.404244]","-1.404244","46.408181","Oui","Non","Non","0","-","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2010-05-27 00:00:00.000","2014-09-11 00:00:00.000"
"Terrain De Boules En Bois","850040004","Angles","85004","85570","Clos Du Champs De Foire","","","[ 46.408181 , -1.404244]","-1.404244","46.408181","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","2","1","2010-05-27 00:00:00.000","2014-09-11 00:00:00.000"
"Stade Joseph Arnaud","850050001","Antigny","85005","85120","","","Rue Du Couvent","[ 46.619071 , -0.77057]","-0.77057","46.619071","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-08-02 00:00:00.000","2014-09-12 00:00:00.000"
"Salle Omnisports","850050002","Antigny","85005","85120","Beaulieu","","","[ 46.619071 , -0.77057]","-0.77057","46.619071","Non","Oui","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2005-08-02 00:00:00.000","2014-09-12 00:00:00.000"
"Sentiers De Randonnee N°2 Et N°3","850050003","Antigny","85005","85120","","","Calvaire Sur La D67","[ 46.619071 , -0.77057]","-0.77057","46.619071","Oui","Non","Non","NULL","Non","Oui","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","2","2","2005-12-15 00:00:00.000","2014-09-12 00:00:00.000"
"Terrain De Tennis","850050004","Antigny","85005","85120","","","Rue Du Couvent","[ 46.619071 , -0.77057]","-0.77057","46.619071","Oui","Non","Non","NULL","Non","Non","Non","0","0","0","0"," Non","Non","Non","Non","Non","Non","Non","1","1","2006-04-04 00:00:00.000","2014-09-12 00:00:00.000"
